amount,_currency,entity,calendar_year,rev_type,donor,contrib_type
105048.49,USD,UN-DESA,2021,Revenue from other activities,Private Donors,C06
104591.72,USD,UN-ECA,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
104525,USD,UN-UNCTAD,2021,Voluntary non-core (earmarked) contributions,World Bank Group,C04A
102537,USD,UNDP,2021,Revenue from other activities,UN OCHA,C04C
101814.21,USD,ITU,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
101596,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
101124.74,USD,UNCDF,2021,Voluntary core (un-earmarked) contributions,European Union,C08A
100584.49,USD,WFP,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
100368.81,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
100243,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
100100,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
100000,USD,ISA,2021,Assessed Contributions,European Union,C08A
100000,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
100000,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
100000,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
100000,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
100000,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
100000,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
100000,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
100000,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
100000,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
100000,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
100000,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
99274.52,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
98657.81,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
93750,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
93530.08,USD,UNIDO,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
90914,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
90171.04,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
89499,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
87985,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
87973.83,USD,UN-DPPA,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
86640.78,USD,UNHABITAT,2021,Revenue from other activities,Private Donors,C06
85933.67,USD,UN-DPO,2021,Revenue from other activities,UN OCHA,C04C
84070.9,USD,UNHABITAT,2021,Revenue from other activities,European Union,C08A
80109,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
79999.99,USD,IOM,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
79714.67,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
78768.94,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
75679.31,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
75418.34,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
75000,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
75000,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
74790.8,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
74406,USD,IOM,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
71368,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
71022.73,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
70809.75,USD,UN,2021,Revenue from other activities,World Bank Group,C04A
70000,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
68301.48,USD,UN-ESCWA,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
68228.73,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
66915.62,USD,UN Tourism,2021,Revenue from other activities,Private Donors,C06
64200,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
64143,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
63889.6,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
62806,USD,UNDP,2021,Voluntary core (un-earmarked) contributions,European Union,C08A
62602.07,USD,UNICEF,2021,Revenue from other activities,World Bank Group,C04A
61749.41,USD,UNCDF,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
60535,USD,UNOPS,2021,Revenue from other activities,Private Donors,C06
60372.11,USD,UN-ESCAP,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
60304,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
60000,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
60000,USD,UNHABITAT,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
59715,USD,UNRWA,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
59588,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
59004.01,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
58764.12,USD,UN,2021,Revenue from other activities,Private Donors,C06
58453,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
57942,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
57816,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
56408.74,USD,ITU,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
56051.18,USD,UN-ECLAC,2021,Voluntary non-core (earmarked) contributions,World Bank Group,C04A
55126.79,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
53392.36,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
50702.47,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
50580,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
50000,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
49346,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
48727.38,USD,WFP,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
48689.57,USD,UNWOMEN,2021,Voluntary non-core (earmarked) contributions,United States of America National commission,C06
48526.63,USD,UN-OHCHR,2021,Revenue from other activities,European Union,C08A
48084.23,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
46215,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
45427,USD,UNDP,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
45024.48,USD,ILO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
42805.84,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
42019.74,USD,UN-OCHA,2021,Revenue from other activities,Private Donors,C06
41768.1,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
40000,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
38714.11,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
37500,USD,UNDP,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
37464.25,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
36780,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
36387.2,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
36245.9,USD,ITU,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
35593.62,USD,IOM,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
35500,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
34145.39,USD,UNIDO,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
33745.99,USD,UN-DCO,2021,Voluntary core (un-earmarked) contributions,European Union,C08A
33112.58,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
31818,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
30433.66,USD,UNHABITAT,2021,Revenue from other activities,UN OCHA,C04C
30227.32,USD,WMO,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
30035,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
29949.86,USD,IOM,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
29109,USD,UNDP,2021,Revenue from other activities,UN OCHA,C04C
28906.48,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
28731.13,USD,IOM,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
28000,USD,ISA,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
27866,USD,PAHO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
26027.84,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
25233,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
25000,USD,UNWOMEN,2021,Voluntary non-core (earmarked) contributions,World Bank Group,C04A
24129.77,USD,UNHABITAT,2021,Revenue from other activities,UN OCHA,C04C
23962.84,USD,ITU,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
23669,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
23642.52,USD,UNHABITAT,2021,Revenue from other activities,UN OCHA,C04C
22812.82,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
21232,USD,UN,2021,Revenue from other activities,European Union,C08A
21069.63,USD,UN-DGACM,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
21007,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
20815.3,USD,ITU,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
20295.48,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
19625.91,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
19300,USD,UN-DOS,2021,Voluntary non-core (earmarked) contributions,World Bank Group,C04A
19000,USD,IOM,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
17612.94,USD,ICC,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
17197.86,USD,IOM,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
17183.27,USD,WFP,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
17167.36,USD,WFP,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
15563.88,USD,UNHABITAT,2021,Revenue from other activities,Bill & Melinda Gates Foundation,C05
14882.06,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
14500,USD,UNDP,2021,Revenue from other activities,UN OCHA,C04C
14440,USD,UNDP,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
14378.14,USD,ITU,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
14149.57,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
14021,USD,UNU,2021,Revenue from other activities,Private Donors,C08B
12500,USD,ISA,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
12128,USD,UN,2021,Revenue from other activities,European Union,C08A
11954.45,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
11865.92,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
11521.51,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
11352.56,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
11323.78,USD,UNHABITAT,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
11006.81,USD,WFP,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
10485.2,USD,UNSSC,2021,Voluntary non-core (earmarked) contributions,World Bank Group,C04A
10183.88,USD,IARC,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
10153.01,USD,ITU,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
10120.43,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
10000,USD,UNRWA,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
10000,USD,UNHABITAT,2021,Revenue from other activities,European Union,C08A
10000,USD,UNHABITAT,2021,Revenue from other activities,European Union,C08A
10000,USD,WFP,2021,Voluntary non-core (earmarked) contributions,UN OCHA,C04D
9913.89,USD,UNHABITAT,2021,Revenue from other activities,World Bank Group,C04A
9857.37,USD,UN Tourism,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
8574.51,USD,FAO,2021,Revenue from other activities,World Bank Group,C04A
8567.7,USD,UNHABITAT,2021,Revenue from other activities,UN OCHA,C04C
8443.19,USD,UNHABITAT,2021,Revenue from other activities,European Union,C08A
7847.59,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
7825.74,USD,UNHABITAT,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
6673.34,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
6206,USD,UNOPS,2021,Revenue from other activities,World Bank Group,C04A
5048,USD,UNODC,2021,Revenue from other activities,Private Donors,C06
5000,USD,ISA,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
4704.64,USD,UN-UNIDIR,2021,Revenue from other activities,Private Donors,C06
4412,USD,UNV,2021,Voluntary non-core (earmarked) contributions,Global Environment Facility,C04B
3925,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
3433.59,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
3144.03,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
2767.31,USD,UN,2021,Revenue from other activities,Private Donors,C06
2767.31,USD,UN,2021,Revenue from other activities,Private Donors,C06
2686,USD,UN,2021,Revenue from other activities,European Union,C08A
2678,USD,UNDP,2021,Voluntary core (un-earmarked) contributions,The Global Fund,C04B
1599.95,USD,UN-OCT,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
1530.29,USD,UNHABITAT,2021,Voluntary non-core (earmarked) contributions,UN OCHA,C04C
1385,USD,UNICRI,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
1363.2,USD,UN,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
1301.22,USD,WFP,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
1194.15,USD,UN-UNRISD,2021,Revenue from other activities,Private Donors,C06
901,USD,UN,2021,Revenue from other activities,European Union,C08A
882.45,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
554,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
539,USD,UNU,2021,Revenue from other activities,UN OCHA,C04C
492.7,USD,UNSSC,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
449,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,UN OCHA,C04C
426.79,USD,IARC,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
392.31,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
352,USD,IOM,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
297,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
266.67,USD,ITU,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
222.42,USD,UNICEF,2021,Voluntary core (un-earmarked) contributions,World Bank Group,C04A
